chapter_id,chapter_name,section_id,section_name,req_id,req_description,L,日本語訳,明文化・文書化の要点,AWS_React_TypeScript_確認内容
V4,API and Web Service,V4.4,WebSocket,V4.4.1,Verify that WebSocket over TLS (WSS) is used for all WebSocket connections.,1,すべてのWebSocket接続でTLS over WebSocket（WSS）が使用されていることを確認してください。,,ECS (TS): すべてのWebSocket接続はセキュアなチャネル（WSS）のみで確立されるように設定されていることを確認する。
V4,API and Web Service,V4.4,WebSocket,V4.4.2,"Verify that, during the initial HTTP WebSocket handshake, the Origin header field is checked against a list of origins allowed for the application.",2,最初のHTTP WebSocketハンドシェイク中に、Originヘッダーフィールドがアプリケーションで許可されているオリジンのリストと照合されていることを確認してください。,,ECS (TS): WebSocketの初期ハンドシェイク（接続確立）において、リクエストの `Origin` ヘッダーをバックエンドミドルウェアでホワイトリストと厳格に検証し、クロスサイトWebSocket接続ジャッキング（CSWSH）を防いでいることを確認する。
V4,API and Web Service,V4.4,WebSocket,V4.4.3,"Verify that, if the application's standard session management cannot be used, dedicated tokens are being used for this, which comply with the relevant Session Management security requirements.",2,アプリケーションの標準セッション管理が使用できない場合は、関連するセッション管理セキュリティ要件に準拠した専用トークンが使用されていることを確認してください。,,ECS (TS): WebSocketの認証において、Cookieが使えないSPA環境では、HTTPSセッション側で事前に一時的なワンタイム認証トークン（短寿命）を発行し、WebSocket接続時のクエリパラメータ経由で渡し、接続ハンドラーで検証・接続を許可する仕組みになっていることを確認する。
V4,API and Web Service,V4.4,WebSocket,V4.4.4,Verify that dedicated WebSocket session management tokens are initially obtained or validated through the previously authenticated HTTPS session when transitioning an existing HTTPS session to a WebSocket channel.,2,既存のHTTPSセッションをWebSocketチャネルに移行する際は、専用のWebSocketセッション管理トークンが、以前に認証されたHTTPSセッションを通じて最初に取得または検証されていることを確認してください。,,ECS (TS): WebSocketの認証において、Cookieが使えないSPA環境では、HTTPSセッション側で事前に一時的なワンタイム認証トークン（短寿命）を発行し、WebSocket接続時のクエリパラメータ経由で渡し、接続ハンドラーで検証・接続を許可する仕組みになっていることを確認する。
V5,File Handling,V5.1,File Handling Documentation,V5.1.1,"Verify that the documentation defines the permitted file types, expected file extensions, and maximum size (including unpacked size) for each upload feature. Additionally, ensure that the documentation specifies how files are made safe for end-users to download and process, such as how the application behaves when a malicious file is detected.",2,ドキュメントに、各アップロード機能で許可されるファイルの種類、想定されるファイル拡張子、および最大サイズ（解凍後のサイズを含む）が明記されていることを確認してください。さらに、ドキュメントには、悪意のあるファイルが検出された場合のアプリケーションの動作など、エンドユーザーが安全にファイルをダウンロードおよび処理できるようにする方法が明記されていることを確認してください。,ファイルアップロード機能の仕様（許可する種類、拡張子、最大サイズ、スキャン方法）の明文化,AWS S3 / S3 Presigned URL / TS: 許可するファイルの種類、拡張子、最大サイズがドキュメントに定義され、アップロード機能においてそれらがシステム的に制限され、マルウェア対策としてのスキャン構成（AWS GuardDuty for S3や、ECS/ClamAVによるスキャンなど）が定義されていることを確認する。
V5,File Handling,V5.2,File Upload and Content,V5.2.1,Verify that the application will only accept files of a size which it can process without causing a loss of performance or a denial of service attack.,1,アプリケーションが、パフォーマンスの低下やサービス拒否攻撃を引き起こすことなく処理できるサイズのファイルのみを受け入れることを確認してください。,,AWS S3 Presigned URL / ECS: S3署名付きURL（Presigned URL）の発行時に `content-length-range` ポリシーを指定し、またECS側でのボディサイズ制限を設定することで、許容サイズを超えるファイルをシステムが受け付けない仕様であることを確認する。
V5,File Handling,V5.2,File Upload and Content,V5.2.2,"Verify that when the application accepts a file, either on its own or within an archive such as a zip file, it checks if the file extension matches an expected file extension and validates that the contents correspond to the type represented by the extension. This includes, but is not limited to, checking the initial 'magic bytes', performing image re-writing, and using specialized libraries for file content validation. For L1, this can focus just on files which are used to make specific business or security decisions. For L2 and up, this must apply to all files being accepted.",1,アプリケーションが、単体またはZIPファイルなどのアーカイブ内のファイルを受け入れる際に、ファイル拡張子が想定されるファイル拡張子と一致するかどうかを確認し、その内容が拡張子で表すタイプに対応していることを検証することを確認してください。これには、初期「マジックバイト」のチェック、イメージの書き換え、ファイル内容検証のための専用ライブラリの使用などが含まれますが、これらに限定されません。レベル1の場合、これは特定の業務またはセキュリティ上の判断に使用されるファイルのみに焦点を当てることができます。レベル2以上では、これは受け入れるすべてのファイルに適用する必要があります。,,ECS (TS): アップロードされたファイルの拡張子チェックだけでなく、ファイルの最初のバイト（マジックバイト / マジックナンバー）を読み取り、`file-type` 等のライブラリを用いて実際のコンテンツが宣言された拡張子と一致することをバックエンドで確認する。
V5,File Handling,V5.2,File Upload and Content,V5.2.3,"Verify that the application checks compressed files (e.g., zip, gz, docx, odt) against maximum allowed uncompressed size and against maximum number of files before uncompressing the file.",2,アプリケーションが圧縮ファイル（zip、gz、docx、odtなど）を解凍する前に、最大許容非圧縮サイズと最大ファイル数に対してチェックしていることを確認してください。,,ECS (TS): ZIP等の圧縮ファイルをアップロード・解凍する際、事前に解凍後のサイズおよびアーカイブ内のファイル数をメタデータから走査し、ZIP爆弾等のDoS攻撃を防ぐしきい値チェックが実装されていることを確認する。
V5,File Handling,V5.2,File Upload and Content,V5.2.4,"Verify that a file size quota and maximum number of files per user are enforced to ensure that a single user cannot fill up the storage with too many files, or excessively large files.",3,ファイルサイズの上限とユーザーごとの最大ファイル数が適用されていることを確認し、1人のユーザーがストレージを過剰なファイルや過度に大きなファイルでいっぱいにしてしまうことがないようにしてください。,,AWS S3 / Aurora / TS: ユーザーごとに割り当てられたファイルストレージの総量（クォータ）およびファイル数をAurora等で管理し、アップロード前にクォータ超過チェックを実行してストレージの枯渇を防ぐ処理があることを確認する。
V5,File Handling,V5.2,File Upload and Content,V5.2.5,Verify that the application does not allow uploading compressed files containing symlinks unless this is specifically required (in which case it will be necessary to enforce an allowlist of the files that can be symlinked to).,3,アプリケーションが、特に必要とされる場合を除き、シンボリックリンクを含む圧縮ファイルのアップロードを許可しないことを確認してください（その場合は、シンボリックリンクの対象となるファイルの許可リストを適用する必要があります）。,,ECS (TS): 圧縮ファイルの解凍時、シンボリックリンクを含むファイルのエントリを検出して拒否するか、解凍ロジックでシンボリックリンクを無視する設定にし、ホストOSや他データへの不正アクセス（Zip Slip等）を防止していることを確認する。
V5,File Handling,V5.2,File Upload and Content,V5.2.6,"Verify that the application rejects uploaded images with a pixel size larger than the maximum allowed, to prevent pixel flood attacks.",3,ピクセルフラッド攻撃を防ぐため、アプリケーションが最大許容ピクセルサイズを超えるアップロード画像を拒否することを確認してください。,,ECS (TS): アップロードされた画像ファイルに対し、画像処理モジュール（`sharp` 等）を用いてピクセル寸法（幅と高さ）をデコード前にチェックし、ピクセルフラッド攻撃（極大ピクセル画像によるメモリ破綻）を防止していることを確認する。
V5,File Handling,V5.3,File Storage,V5.3.1,"Verify that files uploaded or generated by untrusted input and stored in a public folder, are not executed as server-side program code when accessed directly with an HTTP request.",1,信頼できない入力によってアップロードまたは生成され、パブリックフォルダに保存されたファイルが、HTTPリクエストで直接アクセスされた際に、サーバー側のプログラムコードとして実行されないことを確認します。,,AWS S3 / CloudFront: ユーザーがアップロードしたファイルを保存するS3バケットでは、S3バケット内のオブジェクトが直接実行されないよう、S3 bucket policyで `Content-Disposition` や `Content-Type` を制限し、CloudFrontのルーティングでアセットを静的データとしてのみ配信していることを確認する。
V5,File Handling,V5.3,File Storage,V5.3.2,"Verify that when the application creates file paths for file operations, instead of user-submitted filenames, it uses internally generated or trusted data, or if user-submitted filenames or file metadata must be used, strict validation and sanitization must be applied. This is to protect against path traversal, local or remote file inclusion (LFI, RFI), and server-side request forgery (SSRF) attacks.",1,アプリケーションがファイル操作用のファイルパスを作成する際に、ユーザーが入力したファイル名ではなく、内部で生成されたデータまたは信頼できるデータを使用することを確認してください。ユーザーが入力したファイル名またはファイルメタデータを使用する必要がある場合は、厳格な検証とサニタイズ処理を適用してください。これは、パス・トラバーサル攻撃、ローカルまたはリモートのファイルインクルージョン（LFI、RFI）、およびサーバーサイドリクエストフォージェリ（SSRF）攻撃から保護するためです。,,ECS (TS) / S3: ユーザーが送信したファイル名をそのままS3キーやファイルシステムパスに使用せず、UUID等の内部IDでリネームして保存することを確認する。ユーザーファイル名を保持する場合は、`/` や `..` などのパス制御文字を排除（`path.basename` 等を使用）し、パストラバーサルやSSRFを防止する。
V5,File Handling,V5.3,File Storage,V5.3.3,"Verify that server-side file processing, such as file decompression, ignores user-provided path information to prevent vulnerabilities such as zip slip.",3,ファイル解凍などのサーバー側ファイル処理において、ユーザーが指定したパス情報が無視されることを確認し、zip スリップなどの脆弱性を防止してください。,,ECS (TS): 圧縮ファイルを解凍してディスクまたはS3に保存する際、各アーカイブエントリのパス名から `../` 等のトラバーサル文字を完全に削除・無効化し、指定された宛先ディレクトリ外へのファイル書き込み（Zip Slip脆弱性）を防いでいることを確認する。
V5,File Handling,V5.4,File Download,V5.4.1,"Verify that the application validates or ignores user-submitted filenames, including in a JSON, JSONP, or URL parameter and specifies a filename in the Content-Disposition header field in the response.",2,アプリケーションが、JSON、JSONP、またはURLパラメータに含まれるものを含め、ユーザーが送信したファイル名を検証するか無視するかを確認し、レスポンスのContent-Dispositionヘッダーフィールドにファイル名を指定します。,,"AWS S3 / CloudFront / TS: ファイルダウンロード用APIにおいて、レスポンスヘッダーの `Content-Disposition` で `attachment; filename=""...""` を指定し、かつファイル名をサニタイズされた安全な値に上書きまたはエンコードしていることを確認する。"
V5,File Handling,V5.4,File Download,V5.4.2,"Verify that file names served (e.g., in HTTP response header fields or email attachments) are encoded or sanitized (e.g., following RFC 6266) to preserve document structure and prevent injection attacks.",2,提供されるファイル名（HTTPレスポンスヘッダーフィールドやメール添付ファイルなど）がエンコードまたはサニタイズされている（RFC 6266に準拠しているなど）ことを確認し、ドキュメント構造を維持してインジェクション攻撃を防止してください。,,ECS (TS): HTTPレスポンスやSESメール添付 of ファイル名（`Content-Disposition`）を出力する際、RFC 6266に従い、`filename*=UTF-8''...` の形式で適切にURLエンコードし、ヘッダーインジェクションを防止していることを確認する。
V5,File Handling,V5.4,File Download,V5.4.3,Verify that files obtained from untrusted sources are scanned by antivirus scanners to prevent serving of known malicious content.,2,信頼できないソースから入手したファイルは、既知の悪意のあるコンテンツの配信を防ぐために、ウイルス対策スキャナーでスキャンされていることを確認してください。,,AWS S3 / AWS GuardDuty / ECS: S3にアップロードされたファイルをトリガーに、AWS GuardDuty Malware Protection for S3やClamAV搭載のECSタスクが自動起動しウイルススキャンを実行し、感染ファイルは即座に隔離バケットへ移動または削除する構成であることを確認する。
V6,Authentication,V6.1,Authentication Documentation,V6.1.1,"Verify that application documentation defines how controls such as rate limiting, anti-automation, and adaptive response, are used to defend against attacks such as credential stuffing and password brute force. The documentation must make clear how these controls are configured and prevent malicious account lockout.",1,アプリケーションのドキュメントに、レート制限、アンチオートメーション、アダプティブレスポンスなどの制御機能が、クレデンシャルスタッフィングやパスワードブルートフォース攻撃などの攻撃から防御するためにどのように使用されているかが明記されていることを確認してください。ドキュメントには、これらの制御機能がどのように構成され、悪意のあるアカウントのロックアウトを防止するかが明確に記載されている必要があります。,攻撃防御のための制御機能（レート制限、アンチオートメーション等）の仕様と設計の文書化,Cognito / ECS / WAF: パスワードブルートフォースやリスト型攻撃（Credential Stuffing）への対策として、Cognitoの高度なセキュリティ機能（Advanced Security Features）およびAWS WAFのFraud Controlが構成されていることを確認する。
V6,Authentication,V6.1,Authentication Documentation,V6.1.2,"Verify that a list of context-specific words is documented in order to prevent their use in passwords. The list could include permutations of organization names, product names, system identifiers, project codenames, department or role names, and similar.",2,パスワードに使用されないよう、特定の状況でのみ使用される単語のリストが文書化されていることを確認してください。このリストには、組織名、製品名、システム識別子、プロジェクトコード名、部署名や役職名などの組み合わせを含めることができます。,パスワードに使用禁止とする組織・製品固有の単語リストの文書化,Cognito / ECS: パスワード設定時、組織名や製品名などのカスタム禁止ワードリストを定義し、Cognitoのユーザープール設定または新規登録/更新APIでのプレチェック（Zod/バリデータ）によりユーザーパスワードを制限していることを確認する。
V6,Authentication,V6.1,Authentication Documentation,V6.1.3,"Verify that, if the application includes multiple authentication pathways, these are all documented together with the security controls and authentication strength which must be consistently enforced across them.",2,アプリケーションに複数の認証経路が含まれている場合は、それらすべてが、セキュリティ制御と認証強度とともに文書化されており、それらすべてに一貫して適用されなければならないことを確認してください。,認証経路と、それぞれに適用されるセキュリティ制御・認証強度の文書化,Cognito / IAM / ECS: 複数のログイン経路（ID/パスワード、ソーシャルログイン、OIDC連携など）がある場合、それぞれの認証強度や多要素認証（MFA）がCognitoの設定通りに一貫して強制されていることをインフラ定義とコードで確認する。
V6,Authentication,V6.2,Password Security,V6.2.1,Verify that user set passwords are at least 8 characters in length although a minimum of 15 characters is strongly recommended.,1,ユーザーが設定するパスワードは、少なくとも8文字以上であることを確認してください。ただし、15文字以上を強く推奨します。,,Cognito User Pools: パスワードポリシー設定において、最小パスワード長が8文字以上（可能な限り15文字以上）に構成されていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.2,Verify that users can change their password.,1,ユーザーがパスワードを変更できることを確認してください。,,React / Cognito / ECS: ログイン状態のユーザーが古いパスワードと新しいパスワードを入力してセキュアにパスワードを変更できる画面およびCognito APIが提供されていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.3,Verify that password change functionality requires the user's current and new password.,1,パスワード変更機能を使用する際に、ユーザーの現在のパスワードと新しいパスワードの両方が必要になることを確認してください。,,React / Cognito / ECS: パスワード変更処理を実行する際、新しいパスワードだけでなく「現在のパスワード」の再入力を強制し、他者によるセッション乗っ取り時の不正変更を防止していることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.4,"Verify that passwords submitted during account registration or password change are checked against an available set of, at least, the top 3000 passwords which match the application's password policy, e.g. minimum length.",1,アカウント登録時またはパスワード変更時に送信されたパスワードが、アプリケーションのパスワードポリシー（最小文字数など）を満たす、少なくとも上位3000個のよく使われるパスワードのリストに含まれていないかチェックされることを確認してください。,,Cognito: 登録パスワードがよく使われる「一般的なパスワード」に該当していないかをCognitoの標準ポリシーで判定・ブロックしていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.5,"Verify that passwords of any composition can be used, without rules limiting the type of characters permitted. There must be no requirement for a minimum number of upper or lower case characters, numbers, or special characters.",1,パスワードは、使用できる文字の種類に制限を設けず、どのような構成でも使用できることを確認してください。大文字、小文字、数字、特殊文字の最小文字数に関する要件があってはなりません。,,Cognito: パスワード作成規則において、大文字・小文字・数字・記号の混在といった複雑性ルールをユーザーに強要せず、文字種によらない自由な構成（スペースを含むパスフレーズなど）を受け入れる設計になっていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.6,"Verify that password input fields use type=password to mask the entry. Applications may allow the user to temporarily view the entire masked password, or the last typed character of the password.",1,パスワード入力フィールドで、入力内容をマスクするために type=password が使用されていることを確認してください。アプリケーションによっては、マスクされたパスワード全体、またはパスワードの最後の文字を一時的に表示できる場合があります。,,"React / TS: パスワード入力用 `<input>` 要素の属性に `type=""password""` を設定して入力内容をマスクしていること、また目のアイコン等で一時的にパスワードを可視化（トグル）するオプションがある場合はReactのステートで適切に制御されていることを確認する。"
V6,Authentication,V6.2,Password Security,V6.2.7,"Verify that ""paste"" functionality, browser password helpers, and external password managers are permitted.",1,「貼り付け」機能、ブラウザのパスワードヘルパー、および外部パスワードマネージャーが許可されていることを確認してください。,,React: パスワード入力フィールドにおいて、ペーストアクション（`onPaste` 等でのイベントブロック）を禁止せず、パスワードマネージャーやクリップボードからの貼り付けを妨げない実装になっていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.8,"Verify that the application verifies the user's password exactly as received from the user, without any modifications such as truncation or case transformation.",1,アプリケーションが、ユーザーから受け取ったパスワードを、切り捨てや大文字小文字の変換などの変更を一切加えずに、正確に検証することを確認してください。,,Cognito: パスワードの検証時に、サーバー側で大文字小文字 of 自動変換や文字の切り捨てを行わず、ユーザーが入力したそのままの文字コード値で照合を行っていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.9,Verify that passwords of at least 64 characters are permitted.,2,パスワードは少なくとも64文字以上が許可されていることを確認してください。,,Cognito: パスワードの最大長制限が十分に長く設計されており、少なくとも64文字以上の長いパスワードが制限なく受け入れられることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.10,Verify that a user's password stays valid until it is discovered to be compromised or the user rotates it. The application must not require periodic credential rotation.,2,ユーザーのパスワードは、漏洩が発覚するか、ユーザーがパスワードを変更するまで有効であることを確認してください。アプリケーションは、定期的な認証情報の変更を要求してはなりません。,,Cognito: パスワードに「定期的（90日ごと等）な変更強制」ルールが設定されていないことを確認する（パスワードの定期変更は現在非推奨とされており、インシデント時や漏洩検知時のみ変更を求める運用となっていること）。
V6,Authentication,V6.2,Password Security,V6.2.11,Verify that the documented list of context specific words is used to prevent easy to guess passwords being created.,2,文書化されたコンテキスト固有の単語リストが、推測されやすいパスワードの作成を防ぐために使用されていることを確認してください。,,Cognito: 登録パスワードがよく使われる「一般的なパスワード」に該当していないかをCognitoの標準ポリシーで判定・ブロックしていることを確認する。
V6,Authentication,V6.2,Password Security,V6.2.12,Verify that passwords submitted during account registration or password changes are checked against a set of breached passwords.,2,アカウント登録時またはパスワード変更時に入力されたパスワードが、漏洩したパスワードのリストに含まれていないかチェックされていることを確認してください。,,Cognito / ECS: 登録・変更されるパスワードが、既知の漏洩パスワードデータベースと照合され自動的にブロックされる仕組み（Cognitoの標準機能またはHaveIBeenPwned API等の連携チェック）が導入されていることを確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.1,Verify that controls to prevent attacks such as credential stuffing and password brute force are implemented according to the application's security documentation.,1,アプリケーションのセキュリティドキュメントに従って、クレデンシャルスタッフィングやパスワードブルートフォース攻撃などの攻撃を防止するための対策が実装されていることを確認してください。,,AWS WAF / Cognito: 辞書攻撃やクレデンシャルスタッフィングを検知・防御するため、AWS WAFの `AWSManagedRulesCredential攻擊` ルール等のインテリジェントな脅威防止機能、またはCognitoの高度なセキュリティ機能（ASF）が適用されていることを確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.2,"Verify that default user accounts (e.g., ""root"", ""admin"", or ""sa"") are not present in the application or are disabled.",1,アプリケーション内にデフォルトのユーザーアカウント（例：「root」、「admin」、「sa」）が存在しないか、または無効になっていることを確認してください。,,ECS / Aurora / Cognito: アプリケーション初期化用のデフォルトアカウントが残っていないこと、または本番デプロイ時に無効化・削除されていることを確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.3,"Verify that either a multi-factor authentication mechanism or a combination of single-factor authentication mechanisms, must be used in order to access the application. For L3, one of the factors must be a hardware-based authentication mechanism which provides compromise and impersonation resistance against phishing attacks while verifying the intent to authenticate by requiring a user-initiated action (such as a button press on a FIDO hardware key or a mobile phone). Relaxing any of the considerations in this requirement requires a fully documented rationale and a comprehensive set of mitigating controls.",2,アプリケーションへのアクセスには、多要素認証メカニズム、または複数の単要素認証メカニズムの組み合わせのいずれかを使用する必要があることを確認してください。L3の場合、認証要素の1つはハードウェアベースの認証メカニズムである必要があります。このメカニズムは、フィッシング攻撃に対する侵害およびなりすまし耐性を提供すると同時に、ユーザーによる操作（FIDOハードウェアキーまたは携帯電話のボタン操作など）を要求することで認証の意図を検証します。この要件のいずれかを緩和する場合は、その根拠を完全に文書化し、包括的な緩和策を講じる必要があります。,,React / Cognito: 多要素認証（MFA）として、SMSまたはソフトウェアTOTP（Google Authenticator等）が有効に構成されていること、またレベル3ではFIDO2/WebAuthn（YubiKey等）によるパスキー/パスワードレス認証フローが実装されていることを確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.4,"Verify that, if the application includes multiple authentication pathways, there are no undocumented pathways and that security controls and authentication strength are enforced consistently.",2,アプリケーションに複数の認証経路が含まれている場合、文書化されていない経路が存在しないこと、およびセキュリティ制御と認証強度が一貫して適用されていることを確認してください。,,Cognito / ECS: 管理者用のバックドアやテスト用の未認証バイパスルート、ドキュメントにない隠しログインエンドポイントが存在しないことをすべてのインフラ構成およびコードで確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.5,"Verify that users are notified of suspicious authentication attempts (successful or unsuccessful). This may include authentication attempts from an unusual location or client, partially successful authentication (only one of multiple factors), an authentication attempt after a long period of inactivity or a successful authentication after several unsuccessful attempts.",3,ユーザーに不審な認証試行（成功または失敗）が通知されることを確認してください。これには、通常とは異なる場所やクライアントからの認証試行、部分的に成功した認証（複数の要素のうち1つのみが成功した場合）、長期間の非アクティブ状態後の認証試行、または複数回の失敗後の認証成功などが含まれます。,,Cognito / SES: 普段と異なるIPアドレス、デバイス、地域からのログイン、あるいはログイン試行の失敗の連続とその後の成功などの疑わしいアクティビティがあった場合に、Cognitoの監査ロジックおよびSESを通じてユーザーに自動メール通知を送信する構成であることを確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.6,Verify that email is not used as either a single-factor or multi-factor authentication mechanism.,3,メールが単一要素認証または多要素認証のメカニズムとして使用されていないことを確認してください。,,Cognito: メールアドレスそのものをMFAのトークン送信先（認証要素）として使用する設定になっていないこと（メールMFAの排除）を確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.7,"Verify that users are notified after updates to authentication details, such as credential resets or modification of the username or email address.",3,認証情報の更新（資格情報のリセット、ユーザー名やメールアドレスの変更など）があった場合、ユーザーに通知が届くことを確認してください。,,Cognito / SES: パスワードの変更、登録メールアドレスや電話番号の変更が完了した直後に、元のメールアドレス宛に変更完了通知（不正変更の即時検知用）を自動送信する構成であることを確認する。
V6,Authentication,V6.3,General Authentication Security,V6.3.8,"Verify that valid users cannot be deduced from failed authentication challenges, such as by basing on error messages, HTTP response codes, or different response times. Registration and forgot password functionality must also have this protection.",3,エラーメッセージ、HTTPレスポンスコード、応答時間の違いなどに基づいて、認証失敗から有効なユーザーを特定できないことを確認してください。登録機能とパスワード再設定機能にも、同様の保護対策が必要です。,,React / Cognito: 認証エラー、パスワードリセット、ユーザー登録時のレスポンスにおいて、ユーザーの存在有無を推測できない一般的なメッセージ（例:「ユーザー名またはパスワードが正しくありません」）に統一され、レスポンス速度の差分（Time-based enumeration）も排除されていることを確認する。
V6,Authentication,V6.4,Authentication Factor Lifecycle and Recovery,V6.4.1,"Verify that system generated initial passwords or activation codes are securely randomly generated, follow the existing password policy, and expire after a short period of time or after they are initially used. These initial secrets must not be permitted to become the long term password.",1,システムが生成する初期パスワードまたはアクティベーションコードが、安全にランダムに生成され、既存のパスワードポリシーに準拠し、短期間または初回使用後に有効期限が切れることを確認してください。これらの初期パスワードを長期パスワードとして使用してはなりません。,,Cognito / SES: システムが自動生成する一時的な仮パスワードやアクティベーションコードは、CSPRNGでランダム生成され、有効期限が短時間（数時間以内）に制限され、初回ログイン時に本パスワードへの変更が強制される設定であることを確認する。
V6,Authentication,V6.4,Authentication Factor Lifecycle and Recovery,V6.4.2,"Verify that password hints or knowledge-based authentication (so-called ""secret questions"") are not present.",1,パスワードのヒントや知識ベース認証（いわゆる「秘密の質問」）が使用されていないことを確認してください。,,React / Cognito: パスワード忘れのリカバリ処理において、「母親の旧姓は？」といった秘密の質問（知識ベース認証）を使用していないことを確認する。
V6,Authentication,V6.4,Authentication Factor Lifecycle and Recovery,V6.4.3,"Verify that a secure process for resetting a forgotten password is implemented, that does not bypass any enabled multi-factor authentication mechanisms.",2,パスワードを忘れた場合のリセット手順が安全に実装されており、有効になっている多要素認証メカニズムを迂回しないことを確認してください。,,Cognito / SES / React: パスワードリセット時、ユーザーの登録メール宛てに一時的なトークン（ワンタイムコード）を送信し、MFAが有効な場合はリセット処理の過程でMFAによる検証も経由するようなフローが設計・実装されていることを確認する。
V6,Authentication,V6.4,Authentication Factor Lifecycle and Recovery,V6.4.4,"Verify that if a multi-factor authentication factor is lost, evidence of identity proofing is performed at the same level as during enrollment.",2,多要素認証の要素が失われた場合、本人確認の証拠が登録時と同じレベルで行われることを確認してください。,,Cognito / Admin: MFA用デバイス（TOTP等）を紛失したユーザーのリカバリを管理者が行う際、代替の厳格な本人確認（電話確認や公的身分証など、初回登録時と同等の強度）を運用フローおよびシステム的承認ステップとして義務付けていることを確認する。
V6,Authentication,V6.4,Authentication Factor Lifecycle and Recovery,V6.4.5,"Verify that renewal instructions for authentication mechanisms which expire are sent with enough time to be carried out before the old authentication mechanism expires, configuring automated reminders if necessary.",3,認証メカニズムの有効期限が切れる前に更新手順が十分な時間的余裕をもって送信されることを確認し、必要に応じて自動リマインダーを設定してください。,,Cognito / IdP: 外部連携IdPの認証キーなどの更新について、自動的なアラートや監視を設定していることを確認する。
V6,Authentication,V6.4,Authentication Factor Lifecycle and Recovery,V6.4.6,"Verify that administrative users can initiate the password reset process for the user, but that this does not allow them to change or choose the user's password. This prevents a situation where they know the user's password.",3,管理者ユーザーがユーザーのパスワードリセットプロセスを開始できるものの、パスワードの変更や選択はできないことを確認してください。これにより、管理者ユーザーがユーザーのパスワードを知ってしまう事態を防ぎます。,,Cognito / Admin console: 管理者ユーザーであっても、一般ユーザーのパスワードを管理画面等から「直接設定・指定」することはできず、パスワードリセット要求（仮パスワードの自動発行とユーザーの変更強制）のみを実行可能とする権限に制限されていることを確認する。
V6,Authentication,V6.5,General Multi-factor authentication requirements,V6.5.1,"Verify that lookup secrets, out-of-band authentication requests or codes, and time-based one-time passwords (TOTPs) are only successfully usable once.",2,ルックアップシークレット、帯域外認証要求またはコード、および時間ベースのワンタイムパスワード（TOTP）が一度だけ正常に使用できることを確認してください。,,Cognito (TS): 多要素認証（MFA）用TOTPトークンやワンタイムコードが、一度きりの使用（ワンタイム）で即座に無効化されること、CSPRNGを用いて十分なエントロピーを持って生成されていること、およびサーバー側のタイムソース（NTP同期されたCognito環境）で時間判定が行われていることを確認する。
V6,Authentication,V6.5,General Multi-factor authentication requirements,V6.5.2,"Verify that, when being stored in the application's backend, lookup secrets with less than 112 bits of entropy (19 random alphanumeric characters or 34 random digits) are hashed with an approved password storage hashing algorithm that incorporates a 32-bit random salt. A standard hash function can be used if the secret has 112 bits of entropy or more.",2,アプリケーションのバックエンドに保存されるルックアップシークレットのうち、エントロピーが112ビット未満（19個のランダムな英数字または34個のランダムな数字）のものは、32ビットのランダムなソルトを組み込んだ承認済みのパスワード保存ハッシュアルゴリズムでハッシュ化されていることを確認してください。シークレットのエントロピーが112ビット以上の場合は、標準のハッシュ関数を使用できます。,,Cognito (TS): 多要素認証（MFA）用TOTPトークンやワンタイムコードが、一度きりの使用（ワンタイム）で即座に無効化されること、CSPRNGを用いて十分なエントロピーを持って生成されていること、およびサーバー側のタイムソース（NTP同期されたCognito環境）で時間判定が行われていることを確認する。
V6,Authentication,V6.5,General Multi-factor authentication requirements,V6.5.3,"Verify that lookup secrets, out-of-band authentication code, and time-based one-time password seeds, are generated using a Cryptographically Secure Pseudorandom Number Generator (CSPRNG) to avoid predictable values.",2,ルックアップシークレット、帯域外認証コード、および時間ベースのワンタイムパスワードシードが、予測可能な値を避けるために、暗号学的に安全な擬似乱数生成器（CSPRNG）を使用して生成されていることを確認してください。,,Cognito (TS): 多要素認証（MFA）用TOTPトークンやワンタイムコードが、一度きりの使用（ワンタイム）で即座に無効化されること、CSPRNGを用いて十分なエントロピーを持って生成されていること、およびサーバー側のタイムソース（NTP同期されたCognito環境）で時間判定が行われていることを確認する。
